page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect,taco_match,taco_similarity
119,"Trio cereais, morango e chocolate",352.0,64.0,8.4,,,False,"Morango, cru",0.2
119,"T.-io chocolate, cereais, avelã e",388.0,64.0,,,,False,"Bolo, pronto, chocolate",0.143
119,Trufa de chocolate,468.49,5.0,,8.12,2.39,False,"Bolo, pronto, chocolate",0.25
119,Truta (cozida),150.0,0.0,5.83,22.9,0.0,False,"Berinjela, cozida",0.333
119,Truta (crua),150.3,0.0,5.84,22.95,0.0,False,"Acelga, crua",0.333
119,Tuhaína,31.0,8.0,,,,False,,0.0
119,Tutu à mineira,213.32,34.04,5.28,8.54,5.0,False,,0.0
119,Uísque,250.0,0.1,0.0,0.0,0.0,False,,0.0
119,lJva itália,71.0,17.8,0.58,0.66,0.6,False,"Uva, Itália, crua",0.25
119,Uva passa,300.0,,0.46,3.23,3.47,False,"Uva, Itália, crua",0.25
119,Vagem (cozida),35.0,7.9,0.28,1.9,3.2,False,"Berinjela, cozida",0.333
119,Vagem fina enlatada-Bonduelle®,17.0,2.5,0.2,1.3,2.5,False,"Vagem, crua",0.2
119,V ata pá,126.0,9.4,6.2,8.5,0.5,False,,0.0
120,Vermouth doce,153.0,11.8,0.0,0.2,0.0,False,"Polvilho, doce",0.333
120,Vermouth seco,120.0,5.5,0.0,0.1,0.0,False,,0.0
120,Vinagre,14.0,5.91,0.0,0.0,0.0,False,,0.0
120,Vinho branco seco,66.4,0.61,0.0,0.1,0.0,False,"Repolho, branco, cru",0.2
120,Vinho rosé,71.0,,0.4,0.2,0.0,False,,0.0
120,Vinho tinto,72.0,,0.7,0.2,0.0,False,,0.0
120,"Vitamina (mamão, maçã, banana, leite",66.78,11.24,1.88,,,False,"Banana, maçã, crua",0.333
120,Vitela assada,160.0,0.0,4.66,27.7,0.0,False,"Sardinha, assada",0.333
120,Vitela filé (cm),95.27,0.0,1.43,20.6,0.0,False,"Merluza, filé, assado",0.2
120,Xinxim de galinha,297.52,20.41,23.73,20.41,0.0,False,"Caldo de galinha, tablete",0.25
120,Yakult®,75.0,15.48,0.25,2.06,,False,,0.0
